,EVF,Etiqueta
1211,sacar la madre inutil,True
1212,mentar la madre bizente,True
1213,tener un dia malo,True
1214,automaticamente todo esfuerzo anterior,False
1215,recomendar un ceviche mediocre,False
1216,mentado la madre tremendo,False
1217,daria las gracias solo,False
1218,salir el modo multijugador,False
1219,afecto el paro claro,False
1220,esperar el hecho noticioso,True
1221,acreditado el pueblo trabajador,False
1222,decir lo contrario normal,False
1223,llevar una morena asi,True
1224,perder los papeles literal,True
1225,hacer una entrevista agresiva,True
1226,hecho el gobernador panista,False
1227,encontro un pais hecho,False
1228,parar la oreja geniales,True
1229,saltar el tema marihuana,False
1230,parir la oreja enchufados,True
1231,agarrar el gusto diosdado,True
1232,generar el estudio darle,False
1233,meter la pataha acelerado,True
1234,meter la pata cierto,True
1235,meter la pata agazapados,True
1236,meter la pata asi,True
1237,convocar el paro nacional,False
1238,meter la pata buen,True
1239,meter la pata mejor,True
1240,contigo la gente solo,False
1241,tener la excusa perfecta,False
1242,falto el tripon invitado,False
1243,plantear un plan estrategico,False
1244,matar la perra vieja,True
1245,hacer sus hermanos socialistas,False
1246,tocar un taxista mañoso,False
1247,sacar la piedra principal,True
1248,sacarte la piedra diria,True
1249,regresar un video cuantas,False
1250,pegar una mini siestita,False
1251,pilar esta noche situacion,False
1252,dormir una hora piola,False
1253,planificar el robo descarado,False
1254,poner las pilas brillas,True
1255,hacer su chambal obvio,True
1256,poner las pilas vivo,True
1257,poner las pilas lesos,True
1258,ponia las pilas coquelin,True
1259,hacer una relación poliamorosa,False
1260,regresar los tenis neta,True
1261,pondre las pilas primita,True
1262,tirar una bomba lacrimogena,False
1263,poner la torta asi,True
1264,llevar la vela bueno,False
1265,alcanzar la temperatura deseada,False
1266,ponia la torta completa,True
1267,poner la vista borrosa,True
1268,aprovechar el movimiento ciudadano,False
1269,vestir el programa d,False
1270,ver la propaganda ruta,True
1271,dar un baño caliente,True
1272,dormir su siesta fresquito,False
1273,dar una relacion estable,False
1274,comer el queso frito,True
1275,vivo el poder popular,False
1276,justificar una intervencion militar,False
1277,apoyar una intervencion militar,True
1278,escribir un mensaje serio,False
1279,hacer el soberano ridiculo,False
1280,pelar el cable totalitario,True
1281,ver las mesas vacias,True
1282,hacer el trabajo sucio,True
1283,magistrado el año pasado,False
1284,montar un show defensivo,True
1285,montar un show claro,True
1286,hablar esos indios cotorros,False
1287,robar el show oh,True
1288,regresar el narco terrorista,False
1289,regalo un perfume bueno,False
1290,tender la cama asi,True
1291,desprender la politica apuesto,True
1292,hacer cualquier ciudadano llamado,False
1293,dar una muestra fresca,False
1294,tirarle los perros solo,True
1295,ir la mujer hermosa,False
1296,echar los perros echamelos,True
1297,echar los perros jajaja,True
1298,echar los perros tranquilo,True
1299,comerme un heterosexual hermoso,False
1300,voltear la tortilla adriana,True
1301,voltear la tortilla pura,True
1302,llegar el agua lavandina,True
1303,hacer las obras indispensables,True
1304,llegar el agua precipitada,True
1305,llegar el agua potable,True
1306,llegar el agua limpia,True
1307,llegar el racionamiento electrico,True
1308,comprar su helado favorito,True
1309,dar esta perra mamada,False
1310,gustar el sexo recibido,False
1311,cerrar el arco argumental,False
1312,dar mucha pena teatrero,False
1313,robar los edificios publicos,False
1314,tener el aceite medido,False
1315,boicotear su mandato seguro,False
1316,llegar un perrito atropellado,True
1317,hacer un rosario literal,False
1318,esconder su tendencia politica,False
1319,vender un toro vieja,True
1320,escoger tu camino solo,False
1321,tener una experiencia,True
1322,jajajaja esposos mozos,False
1323,estan los resultados,True
1324,comprobar la veracidad,False
1325,decir unas fotos,False
1326,nombrar tu lugarteniente,False
1327,agarrar el toro,True
1328,desestabilizar el pais,True
1329,montar el teatro,False
1330,correr el tiempo,False
1331,obtener el poder,True
1332,aguo la boca,True
1333,agua la boca,True
1334,echar una apuradita,True
1335,ganar la arepa,True
1336,arrastrar la cobija,True
1337,arrimar la canoa,True
1338,aprovechar una chulada,True
1339,alborotar el avispero,True
1340,decir la dirigente,True
1341,publicar una foto,True
1342,manipular la situacion,True
1343,levantar la economia,True
1344,llegar un presidente,True
1345,agarrar la presidencia,True
1346,estara la conferencia,False
1347,venir el cabaret,False
1348,ver los periodistas,False
1349,ganar las calles,False
1350,dar un baño,True
1351,lavar la tristeza,True
1352,acabar mi dia,True
1353,dormir una siesta,True
1354,relajar un rato,True
1355,dar un parraque,True
1356,meter mucho ritmo,False
1357,seguir la corriente,False
1358,lavar sus unidades,False
1359,usar sus servicios,False
1360,desmontar las doctrinas,False
1361,resbalar la indigencia,False
1362,decir un baño,True
1363,limpiar todo m,True
1364,ir la luz,True
1365,tenia la ventana,True
1366,sera la lluvia,True
1367,tiempomirate el ombligo,True
1368,acosar un banco,True
1369,hacer sus individualidades,False
1370,dejar muchas dudas,False
1371,dare un baño,True
1372,escuchar los mensajes,False
1373,dara un baño,True
1374,denigrar el nombre,True
1375,exponer los sucesos,False
1376,daria un baño,True
1377,darian un baño,True
1378,conocia el nivel,True
1379,hacer el aseo,True
1380,cerrar la oficina,False
1381,darme un baño,True
1382,darte un baño,True
1383,escribir esta mujer,False
1384,darle un baño,True
1385,rasparle la cabeza,True
1386,quitar el uniforme,True
1387,echar un baño,True
1388,apostar un dinerito,True
1389,parecia un casino,False
1390,tener unas ganas,False
1391,uy unas ganas,False
1392,cante el forro,True
1393,fumar un porro,False
1394,lleno la casa,False
1395,gozo una bola,True
1396,gozar una bola,True
1397,comenzar los paros,False
1398,sera el show,True
1399,hacer el ridiculo,True
1400,celebrar su bochinche,True
1401,tomar los tragos,False
1402,hacer un coño,True
1403,llegar la hora,True
1404,pagar su corruptelas,False
1405,tener la mitad,True
1406,dar el pastor,False
1407,pagar el diablo,True
1408,borrar ese tuit,False
1409,hablar un rato,False
1410,dejar la guevonada,False
1411,matar los zancudos,True
1412,vivir esa gente,False
1413,dificil un hombre,False
1414,tener un cafecito,True
1415,bajar la mirada,True
1416,dar una medicina,True
1417,comentar las publicaciones,False
1418,revisar sus redes,False
1419,tomar una foto,True
1420,meterse esa noticia,False
1421,tener el nombre,True
1422,hacer la gente,True
1423,resiviendo mucho odio,False
1424,eliminar los mensajes,False
1425,bola un genio,True
1426,hacer los onvres,False
1427,tocar el turno,False
1428,ay el borrachito,True
1429,hacer el paro,True
1430,dejar el numero,True
1431,empecer un curso,True
1432,bola el tipo,False
1433,querer este payaso,False
1434,tener esos bigotes,False
1435,dejar las drogas,False
1436,hacer una lectura,True
1437,poner la marrana,True
1438,echarle la culpa,True
1439,tener una pauta,True
1440,acompañar este tipo,False
1441,reducir el impacto,True
1442,eliminar los subsidios,False
1443,derrogar el decreto,True
1444,sacar un video,True
1445,montar esta tramoya,False
1446,ignorar tus advertencias,False
1447,proyectar su comunismo,False
1448,comprar una cola,False
1449,revisar los videos,True
1450,tener muchos amigos,False
1451,vender la cochinada,True
1452,volvio un habito,False
1453,inicio el proceso,False
1454,causar el caos,True
1455,dar el gusto,True
1456,hacer los incas,True
1457,quechua los incas,False
1458,tener un viaje,True
1459,ir un fin,False
1460,administrar el dinero,False
1461,lambuseando una casa,False
1462,solicitar un credito,False
1463,meter una piola,True
1464,quitar la chaqueta,True
1465,coño esa gente,False
1466,dejar la paja,True
1467,usar su tiempo,False
1468,iniciar una relacion,True
1469,dejar el odio,True
1470,ojalar el cielo,True
1471,defender este mal,True
1472,pasar mi materia,False
1473,tirar una bolsa,True
1474,saldran esas tareas,False
1475,corregir este burro,False
1476,firmar la guardia,False
1477,tener esos hombres,False
1478,gustar la guevonada,False
1479,interesar el pana,False
1480,irme ese chamo,False
1481,leer mis msjes,False
1482,lavar ese culo,False
1483,respetar los derechos,False
1484,limpiar el trasero,True
1485,ganar el respeto,True
1486,comprar unos pasajes,False
1487,destruir este pais,False
1488,llevar el programa,True
1489,saber esa bestia,True
1490,dar la gana,True
1491,hacer una mierda,True
1492,dar la razon,True
1493,decir este maduro,False
1494,decir la verdad,True
1495,comer el señor,True
1496,dar mucha risa,False
1497,dar muchos besitos,False
1498,tener ud seguridad,False
1499,recibir una dosis,True
1500,encantar un asesino,False
1501,romper toda vaina,False
1502,recibir muchos dolares,False
1503,dominar diversos softwares,False
1504,tener la oportunidad,True
1505,darse un gusto,True
1506,tener los cojones,False
1507,cambiar la estrategia,True
1508,lograr tu objetivo,False
1509,afilar los cañones,True
1510,cambiar la transformacion,True
1511,tristeza esta realidad,False
1512,dar un coscorron,True
1513,loca esa gente,False
1514,pasar tu hora,True
1515,parecer la defensora,True
1516,solicitar el cese,False
1517,entender el hambre,True
1518,colocar un destructor,True
1519,saber la historia,False
1520,gustar una persona,True
1521,promover sus ideas,False
1522,tener una traga,False
1523,echandole un cerro,True
1524,interpretar el infierno,True
1525,encantar un chisme,False
1526,ver el problema,True
1527,hacer los narcos,False
1528,existir el neoliberalismo,True
1529,merecer la vida,True
1530,sacar una promo,True
1531,subir una foto,True
1532,dejar el mojon,True
1533,tenia el apoyo,True
1534,descompletamos el sueldo,False
1535,llenar otra vez,True
1536,escribir ese niche,False
1537,abrir una empresa,True
1538,estudiar una vaina,True
1539,tener el tiempo,True
1540,formar el verguero,True
1541,dirigir la rama,True
1542,suelto la plata,False
1543,funcionar las cosas,True
1544,pagar esa demanda,False
1545,pagar un vientre,False
1546,ganar la serie,True
1547,botar el juego,True
1548,correr el peligro,True
1549,dar mucha ventaja,False
1550,probar las exquisiteses,False
1551,pesar una tonelada,False
1552,doler la cabeza,True
1553,oler esa vaina,True
1554,probar tu tambien,False
1555,multiplicar las iniciativas,False
1556,contestar un tuit,False
1557,llegar el internet,True
1558,dicho muchos amigos,False
1559,defender nuestro estado,False
1560,tener la culpa,True
1561,ver esas rubieras,False
1562,producian unas carcajadas,False
1563,conocer la dictadura,False
1564,aumentar el salario,False
1565,decretar un articulo,False
1566,bajar los sueldos,False
1567,oír las confesiones,False
1568,noto el recortes,False
1569,calentar un escaño,False
1570,asegurar la vejez,True
1571,decir el brazo,True
1572,preguntar una contraseña,False
1573,tener bastantes chances,False
1574,acabar esos chances,False
1575,creer la mama,True
1576,querer la fuerza,True
1577,usar la fuerza,True
1578,alcanzar los billones,False
1579,ver el diablo,True
1580,bloquear los servicios,False
1581,hundido muchos programas,False
1582,ja tanta paja,False
1583,mierda cualquier cosa,False
1584,abrazar la gente,False
1585,poner los cachos,True
1586,mandar tu plan,False
1587,entender esas personas,False
1588,creer el cuento,False
1589,ver la cara,True
1590,saber el dolor,True
1591,hacer los heterosexuales,False
1592,tener un novio,False
1593,tener una noviaella,True
1594,usar mucho twt,False
1595,fallo un amigo,True
1596,hacer esas cosas,True
1597,querer una pareja,True
1598,cabron mi mujer,False
1599,justificarse el cigarro,True
1600,vender el sofa,False
1601,atacar el problema,True
1602,obligar las migraciones,False
